"__mclCluster","EnrichmentMap::Colouring (Dataset 1)","EnrichmentMap::ES (Dataset 1)","EnrichmentMap::fdr_qvalue (Dataset 1)","EnrichmentMap::fwer_qvalue (Dataset 1)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (Dataset 1)","EnrichmentMap::pvalue (Dataset 1)","name","NumChildren","NumDescendents","selected","shared name"
"1","1.0","0.3226","0.0604","0.847","NNMT|AIMP1|AIMP2|DARS1|EEF1E1|RPS27A|RPS6|IARS1|RPS14|KARS1|RPS7|LARS1|RPS9|MARS1|QARS1|RARS1|SARS1|FAU|AHCY|CBS|RPS2|CTH|MAT1A|RPL10|RPL10A|UBA52|RPL11|RPL12|RPL13|RPL13A|RPL14|RPL15|RPL17|RPL18|RPL18A|RPL19|RPL21|RPL22|RPL22L1|RPL23|RPL23A|RPL24|RPL26|RPL26L1|RPL27|GSR|RPL28|RPL29|RPL3|RPL30|RPL31|RPS27|RPL32|RPL34|TXNRD1|EEFSEC|RPL35|RPL35A|RPL36|RPL36A|RPL36AL|EPRS1|RPL37|RPL37A|RPL38|RPL39|GNMT|RPL39L|RPL4|RPL41|RPL5|RPL6|RPL7|HNMT|RPL7A|RPL9|RPLP1|RPLP2|RPS10|RPS11|INMT|RPS12|RPS13|RPS15|RPS15A|RPS16|RPS17|RPS18|RPL27A|RPS19|RPL8|RPS20|RPS21|RPS23|RPS24|RPS25|RPS26|RPS27L|RPS28|RPS29|RPS3|RPS3A|RPS4X|RPS4Y1|RPS5|RPS8|PSTK|RPSA|SCLY|SECISBP2|SEPHS2|RPLP0|SEPSECS|PAPSS1|PAPSS2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SELENOAMINO_ACID_METABOLISM","115","ENR","REACTOME_SELENOAMINO_ACID_METABOLISM","1.6478","0.0","REACTOME_SELENOAMINO_ACID_METABOLISM",,,"false","REACTOME_SELENOAMINO_ACID_METABOLISM"
"2","0.9924","0.3875","0.0567","0.793","CHD3|CHD4|POLR2E|GATAD2A|POLR2F|GATAD2B|POLR2H|POLR2K|HDAC1|POLR2L|RBBP4|RBBP7|HDAC2|MBD3|MTA1|MTA2|MTA3|TAF1A|TAF1B|TAF1C|TAF1D|TBP|CCNH|CDK7|ERCC2|ERCC3|POLR1A|GTF2H1|KAT2A|POLR1B|GTF2H2|KAT2B|POLR1C|GTF2H3|POLR1D|GTF2H4|POLR1E|GTF2H5|POLR1F|MNAT1|POLR1G|POLR1H|RRN3|UBTF|ERCC6|TTF1|EHMT2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION","47","ENR","REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION","1.6736","0.0076","REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION",,,"false","REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION"
"1","1.0","0.3976","0.0418","0.603","EXO1|ATR|HUS1|DNA2|RAD1|RAD17|RAD9A|RAD9B|RHNO1|RMI1|RMI2|TOPBP1|WRN|NEIL1|NTHL1|BARD1|PALB2|RAD51AP1|RAD51D|RFC2|RFC3|RFC4|RFC5|XRCC2|ATM|BLM|BRCA1|BRCA2|MLH1|MRE11|NBN|RAD50|RAD51|RAD51C|RBBP8|RAD51B|RPA1|RPA2|RPA3|TOP3A|KAT5|MUTYH|NEIL3|OGG1|SEM1|MSH2|MSH3|MSH6|PMS2|ATRIP|BRIP1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DISEASES_OF_DNA_REPAIR","51","ENR","REACTOME_DISEASES_OF_DNA_REPAIR","1.7555","0.0","REACTOME_DISEASES_OF_DNA_REPAIR",,,"false","REACTOME_DISEASES_OF_DNA_REPAIR"
,"0.995","0.5178","0.0137","0.12","USP5|UBE2D2|USP7|USP9X|UBA52|UBB|UBC|UCHL3|UBE2C|UBE2D1|UBE2E1|UBE2S|RPS27A|UBE2K|CDC34|OTULIN|UBA1|UBA6|UBE2E3|UBE2G1|UBE2G2|UBE2H|UBE2Q2|UBE2R2|UBE2T|UBE2W|UBE2Z|UBE2A|UBE2B|UBE2L3","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES","30","ENR","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES","1.9903","0.005","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES",,,"false","REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES"
"1","-1.0","-0.4832","0.0232","0.861","AGO2|H2AC14|POLR2D|H2AC18|H2AC19|H2AC20|H2AC4|H2AC6|H2AC7|H2AC8|H2AJ|H2AX|H2AZ2|H2BC10|H2BC11|H2BC12|H2BC13|H2BC14|H2BC15|H2BC17|H2BC21|H2BC26|H2BC3|H2BC4|H2BC5|H2BC6|H2BC7|H2BC8|H2BC9|H3-3A|HIRA|H3-3B|H3C1|H3C10|H3C11|H3C12|H3C13|H3C14|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H4C1|H4C11|H4C12|H4C13|H4C14|H4C16|H4C2|H4C3|H4C4|H4C5|H4C8|H4C9|CREBBP|CNOT1|CNOT10|CNOT11|CNOT2|CNOT3|CNOT4|CNOT6|CNOT6L|EP300|CNOT7|CNOT8|CNOT9|DICER1|DIS3L2|EIF4A1|EIF4A2|EIF4A3|EIF4B|EIF4E|EIF4G1|SRPK1|ELOC|PABPC1|PABPN1|PAIP1|PAIP2|TEAD4|TNKS1BP1|TUT4|TUT7|YAP1|ZFP36L2|RPS2|TP53|UHRF1|KDM5A|KDM5B|KDM6A|KDM6B|METTL23|TET3|UNG","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT","99","ENR","REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT","-1.7039","0.0","REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT",,,"false","REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT"
"1","-0.9989","-0.4978","0.0143","0.666","ACTB|H2AC14|SMARCA2|H2AC18|SMARCA4|H2AC19|SMARCB1|H2AC20|SMARCC1|H2AC4|SMARCC2|H2AC6|SMARCD1|H2AC7|SMARCD2|H2AC8|SMARCD3|H2AJ|HDAC1|SMARCE1|H2AX|RBBP4|H2AZ2|RBBP7|H2BC10|HDAC2|H2BC11|H2BC12|H2BC13|H2BC14|BCL7A|H2BC15|BCL7B|H2BC17|BCL7C|H2BC21|DPF1|H2BC26|DPF2|H2BC3|DPF3|H2BC4|H2BC5|PIWIL4|H2BC6|SPOCD1|H2BC7|SS18|H2BC8|SS18L1|H2BC9|H3-3A|H3-3B|H3C1|H3C10|H3C11|H3C12|H3C13|H3C14|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H4C1|H4C11|H4C12|H4C13|H4C14|H4C16|H4C2|H4C3|H4C4|H4C5|H4C8|H4C9|CHD3|CHD4|GATAD2A|GATAD2B|MBD3|MTA1|MTA2|MTA3|DNMT3A|ACTL6A|ARID1A|ARID1B","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS","89","ENR","REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS","-1.7502","0.0011","REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS",,,"false","REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS"
"10","0.9635","0.4434","0.098","0.989","CCT7|SRRM1|ACTG1|MYO6|STK38|DDX39B|HSP90AA1|TRA2B|TWF1|CUL3|CCT2|ACTN1|DBN1|HSP90AB1|TMOD3|MSI2|TXNL1|CDC37|PHIP|RBMX|RHOBTB2|HNRNPC|CCT6A","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RHOBTB2_GTPASE_CYCLE","23","ENR","REACTOME_RHOBTB2_GTPASE_CYCLE","1.5364","0.0365","REACTOME_RHOBTB2_GTPASE_CYCLE",,,"false","REACTOME_RHOBTB2_GTPASE_CYCLE"
"1","1.0","0.3714","0.0405","0.58","CHEK1|EXO1|ATR|HUS1|DNA2|MAPK11|RAD1|MAPK14|RAD17|RAD9A|RAD9B|MAPKAPK5|RHNO1|TP53|MDM4|RMI1|RMI2|PRKAA2|PRKAB2|PRKAG2|STK11|TOPBP1|WRN|UBA52|UBB|UBC|BARD1|CCNA1|CCNA2|HIPK1|RFC2|RFC3|RFC4|RFC5|TAF11|TAF13|TAF5|TBP|ATM|TAF6|BLM|BRCA1|MRE11|AURKB|NBN|TAF10|RAD50|TAF12|RBBP8|TAF9|RPA1|RPA2|RPA3|TOP3A|CDK5|CDK5R1|SSRP1|SUPT16H|TP53RK|CHEK2|KAT5|MDM2|TAF1|TAF15|HIPK2|TAF2|AURKA|TAF3|TAF4|TAF4B|TAF7|RPS27A|DYRK2|NOC2L|NUAK1|TPX2|TAF9B|PLK3|CSNK2A1|CSNK2A2|PRKAA1|CSNK2B|PIN1|PRKAB1|PRKAG1|CDK2|TP53INP1|ATRIP|BRIP1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION","89","ENR","REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION","1.7637","0.0","REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION",,,"false","REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION"
"4","1.0","0.5915","0.0","0.0","CUL4A|UBE2V2|CUL4B|SUMO1|DDB1|ERCC5|RAD23B|USP45|RNF111|XPA|PARP1|PARP2|UBA52|ERCC1|UBB|ERCC4|UBC|RBX1|UBE2I|RAD23A|RPS27A|DDB2|CETN2|SUMO2|PIAS1|PIAS3|CCNH|SUMO3|CDK7|ERCC2|ERCC3|GTF2H1|GTF2H2|GTF2H3|XPC|GTF2H4|GTF2H5|RPA1|MNAT1|RPA2|RPA3|CHD1L|UBE2N","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER","43","ENR","REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER","2.461","0.0","REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER",,,"false","REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER"
"2","1.0","0.451","0.0","0.0","ISY1|PRPF19|XAB2|ZNF830|CLP1|CPSF1|CPSF4|CPSF7|CSTF2|DDX39B|BCAS2|BUD13|BUD31|C9ORF78|CACTIN|CCAR1|CCDC12|CDC5L|CHERP|CRNKL1|CTNNBL1|CWC15|CWC22|RBMX|CWC25|CWC27|CWF19L2|DDX46|DHX15|DHX16|DHX35|DHX8|CPSF6|DNAJC8|HSPA8|FAM32A|SRRM1|FAM50A|FUS|GCFC2|GPATCH1|DHX9|GPKOW|TRA2B|HNRNPA3|HNRNPH2|HNRNPL|HNRNPR|HTATSF1|IK|LENG1|LSM8|LUC7L3|METTL14|METTL3|MFAP1|NKAP|NSRP1|PCBP1|PHF5A|PLRG1|PCBP2|PNN|PPIL1|PPIL3|PPIL4|PPP1R8|PPWD1|PQBP1|PRCC|PRKRIP1|PRPF18|PRPF3|PRPF31|EIF4A3|PRPF38A|PRPF4|EIF4E|PRPF40A|PUF60|SNU13|RBM10|NDC1|RBM17|PABPN1|RBM22|RBM25|RBM39|RBM42|RBM5|RBMX2|RNF113A|SART1|SDE2|SF1|SF3A1|FIP1L1|SF3A2|SF3A3|SMNDC1|SMU1|NUP107|PPIL2|SNIP1|NUP133|SNRNP27|NUP153|SNRNP70|NUP155|SNRPA|NUP160|SNRPB2|NUP188|SNRPC|NUP205|SNRPN|NUP210|SRRM2|NUP214|SRSF10|NUP35|SRSF12|NUP37|SRSF8|NUP42|STEEP1|NUP43|SUGP1|NUP50|SYF2|NUP54|TCERG1|NUP58|TFIP11|NUP62|U2SURP|NUP85|UBL5|NUP88|USP39|NUP93|WBP11|GTF2F1|NUP98|WBP4|GTF2F2|WDR70|WTAP|YJU2|ZMAT2|POM121|HNRNPD|POM121C|RAE1|HNRNPA2B1|SEC13|HNRNPF|SEH1L|ACIN1|THOC5|ALYREF|NXF1|SLBP|U2AF2|NCBP1|NCBP2|SNRPA1|DDX5|POLR2A|POLR2B|POLR2C|POLR2D|POLR2E|PCF11|POLR2F|POLR2G|POLR2H|POLR2I|POLR2J|POLR2K|POLR2L|HNRNPU|SRRT|CASC3|MAGOH|MAGOHB|DDX41|RBM8A|RNPS1|UPF3B|PPIE|SF3B1|CPSF2|CPSF3|MTREX|SYMPK|WDR33|RBM7|LSM2|LSM3|SNRPB|LSM4|SNRPD1|LSM5|SNRPD2|LSM6|SNRPD3|LSM7|SNRPE|SNRPF|SNRPG|PPIG|RANBP2|PPIH|HNRNPC|SAP18|HNRNPA1|HNRNPH1|HNRNPM|HNRNPK|ZCRB1|SNW1|DDX23|DDX42|EFTUD2|PDCD7|PTBP1|PRPF6|PRPF8|RNPC3|SF3B2|SF3B3|SF3B4|SF3B5|SF3B6|SNRNP200|SNRNP25|SNRNP35|SNRNP40|SNRNP48|SRSF1|SRSF2|SRSF6|SRSF7|TPR|TXNL4A|ZMAT5|ZRSR2|CDC40|CHTOP|DDX39A|DHX38|FYTTD1|GLE1|NXT1|POLDIP3|AAAS|SARNP|SLU7|YBX1|SRSF11|SRSF3|SRSF4|SRSF5|SRSF9|THOC1|THOC2|THOC3|THOC6|THOC7|U2AF1|U2AF1L4|ZC3H11A|CSTF1|CSTF2T|CSTF3|NUDT21|PAPOLA|AQR","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA","279","ENR","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA","2.5671","0.0","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",,,"false","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA"
"1","1.0","0.4086","0.0438","0.64","RPS2|RPS27|DDX20|GEMIN2|RPS10|GEMIN4|RPS11|GEMIN5|RPS12|GEMIN6|RPS13|GEMIN7|RPS15|GEMIN8|RPS15A|RPS16|SMN1|RPS17|SNRPB|RPS18|SNRPD1|RPS19|SNRPD2|RPS20|SNRPD3|RPS21|RPS23|SNRPE|RPS24|SNRPF|RPS25|SNRPG|RPS26|RPS27L|RPS28|RPS29|RPS3|RPS3A|RPS4X|RPS4Y1|RPS5|RPS8|RPSA|RPS27A|RPS6|RPS14|RPS7|RPS9|FAU","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY","49","ENR","REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY","1.7416","0.0","REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY",,,"false","REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY"
"1","1.0","0.4559","5.0E-4","0.001","ERCC6L|ESPL1|PPP1CC|PPP2CA|PPP2CB|PPP2R1A|PPP2R1B|PPP2R5A|PPP2R5B|PPP2R5C|PPP2R5D|PPP2R5E|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|CLIP1|PSMC5|PSMC6|PSMD1|PSMD10|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|INCENP|PSMD5|PSMD6|ITGB3BP|PSMD7|KIF18A|PSMD8|PSMD9|PSME1|KIF2A|PSME2|KIF2C|PSME3|PSME4|KNL1|PSMF1|KNTC1|RANBP2|MAD1L1|MAD2L1|MAPRE1|MIS12|RPS27A|SEM1|NDC80|NDE1|NDEL1|NSL1|NUDC|NUF2|NUP107|NUP133|NUP160|NUP37|NUP43|NUP85|NUP98|PAFAH1B1|PDS5A|UBA52|PDS5B|UBB|UBC|PLK1|PMF1|HDAC8|PTTG1|AHCTF1|ANAPC1|RAD21|ANAPC10|ANAPC11|ANAPC15|RANGAP1|ANAPC16|ANAPC2|RCC2|ANAPC4|RPS27|ANAPC5|ANAPC7|SEC13|SEH1L|AURKB|B9D2|SGO1|SGO2|BIRC5|SKA1|BUB1|SKA2|BUB1B|SMC1A|BUB3|SMC3|CDC16|SPC24|CDC20|SPC25|CDC23|SPDL1|CDC26|CDC27|STAG1|CDCA5|STAG2|CDCA8|TAOK1|CENPA|CENPC|TUBA1A|CENPE|TUBA1B|CENPF|TUBA1C|CENPH|TUBA4A|CENPI|TUBA8|CENPK|TUBB1|CENPL|TUBB2A|CENPM|TUBB2B|CENPN|TUBB3|CENPO|TUBB4A|CENPP|TUBB4B|CENPQ|TUBB6|CENPS|CENPT|CENPU|UBE2C|UBE2D1|UBE2E1|UBE2S|WAPL|XPO1|ZW10|ZWILCH|ZWINT|CKAP5|CLASP1|CLASP2|DSN1|DYNC1H1|DYNC1I1|DYNC1I2|DYNC1LI1|DYNC1LI2|DYNLL1|DYNLL2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SEPARATION_OF_SISTER_CHROMATIDS","181","ENR","REACTOME_SEPARATION_OF_SISTER_CHROMATIDS","2.3743","0.0","REACTOME_SEPARATION_OF_SISTER_CHROMATIDS",,,"false","REACTOME_SEPARATION_OF_SISTER_CHROMATIDS"
"9","-1.0","-0.4983","0.0175","0.767","CCL22|CCL5|CCR1|AGT|AGTR1|CXCL10|ANXA1|CXCL2|APLN|CXCL8|AVPR1A|BDKRB1|C3|BDKRB2|CXCR4|C3AR1|C5|C5AR1|C5AR2|CCK|CCL25|CCR10|CCR4|CORT|CX3CL1|CXCL11|CXCL12|CXCL16|CXCL3|ECE1|ECE2|EDN1|EDN3|EDNRA|EDNRB|F2R|F2RL1|F2RL2|F2RL3|GAL|GALR1|GPER1|GPR37|GPR37L1|APP|GRPR|HEBP1|KEL|KISS1R|MC1R|MC5R|MCHR1|NLN|NMB|NMU|NPB|NPFFR1|NPS|NPW|NPY|NPY1R|NPY2R|NTSR1|OPRD1|OPRL1|OPRM1|OXTR|PENK|PROK1|PROKR1|PSAP|QRFPR|SSTR2|TACR1|UTS2B|ACKR1|UTS2R|ACKR3|ACKR4|CCL2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS","80","ENR","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS","-1.7308","0.0","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",,,"false","REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS"
"7","1.0","0.3267","0.0943","0.982","NUP210|NUP214|NUP35|NUP37|NUP42|NUP43|PLCG1|BECN1|NUP50|UBE2L6|NUP54|NUP58|NUP62|NUP85|NUP88|NUP93|TPR|NUP98|UBA52|PPM1B|UBB|ARIH1|KPNA1|UBC|EIF4E2|EIF4E3|EIF4G2|POM121|EIF4G3|POM121C|AAAS|RIGI|TRIM25|FLNB|RAE1|KPNA3|KPNA4|KPNA5|KPNA7|SEC13|SEH1L|MAPK3|IRF3|KPNB1|JAK1|KPNA2|HERC5|RANBP2|UBE2E1|EIF2AK2|UBA7|RPS27A|IFIT1|EIF4A1|EIF4A2|EIF4A3|EIF4E|EIF4G1|NDC1|ISG15|MX1|MX2|PIN1|NEDD4|STAT1|NUP107|NUP133|NUP153|NUP155|USP18|NUP160|NUP188|NUP205|UBE2N","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ISG15_ANTIVIRAL_MECHANISM","74","ENR","REACTOME_ISG15_ANTIVIRAL_MECHANISM","1.5464","0.0","REACTOME_ISG15_ANTIVIRAL_MECHANISM",,,"false","REACTOME_ISG15_ANTIVIRAL_MECHANISM"
"1","1.0","0.6063","0.0182","0.193","CDK1|MYBL2|TFDP1|TFDP2|E2F4|E2F5|LIN37|LIN52|LIN54|RBL1|HDAC1|LIN9|RBL2|RBBP4|CCNA2|E2F1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1","16","ENR","REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1","1.9371","0.0","REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1",,,"false","REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1"
"6","1.0","0.4591","0.0126","0.078","NDUFAB1|COA1|HSCB|NDUFB8|NDUFC2|HSPA9|ACAD9|DMAC1|NDUFA5|DMAC2|NDUFS3|FOXRED1|LYRM2|NDUFA1|NDUFA10|NDUFA11|NDUFA12|NDUFA3|NDUFA6|NDUFA7|NDUFA8|NDUFA9|NDUFAF1|NDUFAF2|NDUFAF3|NDUFAF4|NDUFAF5|NDUFAF6|NDUFAF7|NDUFAF8|NDUFB1|NDUFB10|NDUFA13|NDUFB11|NDUFA2|NDUFB2|NDUFB3|NDUFB6|OXA1L|NDUFB4|NDUFS1|NDUFB5|NDUFV1|NDUFB7|NDUFV3|NDUFB9|NDUFC1|NDUFS2|NDUFS4|NDUFS5|NDUFS6|NDUFS7|NDUFS8|NDUFV2|NUBPL|ECSIT|PYURF|SFXN4|TIMMDC1|TMEM126A|TMEM126B|TMEM186","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_I_BIOGENESIS","62","ENR","REACTOME_COMPLEX_I_BIOGENESIS","2.0461","0.0","REACTOME_COMPLEX_I_BIOGENESIS",,,"false","REACTOME_COMPLEX_I_BIOGENESIS"
"1","1.0","0.3503","0.0477","0.687","EIF5B|EIF4EBP1|RPS27A|RPS6|RPS14|EIF4A1|RPS7|EIF4A2|RPS9|EIF4B|EIF4E|EIF4G1|PABPC1|FAU|EIF2S1|EIF2S2|EIF2S3|RPS2|RPL10|RPL10A|UBA52|RPL11|RPL12|RPL13|RPL13A|RPL14|RPL15|RPL17|RPL18|RPL18A|RPL19|RPL21|RPL22|RPL22L1|RPL23|RPL23A|RPL24|RPL26|RPL26L1|RPL27|RPL28|RPL29|RPL3|RPL30|RPL31|RPS27|RPL32|RPL34|RPL35|RPL35A|RPL36|RPL36A|RPL36AL|RPL37|RPL37A|RPL38|RPL39|RPL39L|RPL4|RPL41|RPL5|RPL6|RPL7|RPL7A|RPL9|RPLP1|RPLP2|RPS10|RPS11|RPS12|RPS13|RPS15|RPS15A|RPS16|RPS17|RPS18|RPL27A|RPS19|RPL8|RPS20|RPS21|RPS23|RPS24|RPS25|RPS26|RPS27L|RPS28|RPS29|RPS3|RPS3A|RPS4X|RPS4Y1|RPS5|RPS8|RPSA|RPLP0|EIF1AX|EIF2B1|EIF2B2|EIF2B3|EIF2B4|EIF2B5|EIF3A|EIF3B|EIF3C|EIF3D|EIF3E|EIF3F|EIF3G|EIF3H|EIF3I|EIF3J|EIF3K|EIF3L|EIF3M|EIF4H|EIF5","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","117","ENR","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","1.7214","0.0","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION",,,"false","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION"
